the_geom,GEOID,FSHRI,FVI_storm_surge_present,FVI_storm_surge_2050s,FVI_storm_surge_2080s,FVI_tidal_2020s,FVI_tidal_2050s,FVI_tidal_2080s,flood_risk_score
"MULTIPOLYGON (((-73.985647 40.762915, -73.985192 40.763543, -73.984734 40.76417, -73.984283 40.76479200000001, -73.98247 40.764033, -73.981434 40.763594000000005, -73.978601 40.762395999999995, -73.979057 40.76177099999999, -73.979513 40.761147999999984, -73.979972 40.76052500000001, -73.980426 40.759899000000004, -73.983263 40.761094, -73.98405 40.76142400000001, -73.98610400000001 40.76229, -73.985647 40.762915)))",36061013100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.963824 40.771103999999994, -73.963326 40.771785999999985, -73.962865 40.77241999999998, -73.962402 40.773054, -73.961939 40.773689999999995, -73.961475 40.774324, -73.959857 40.773643, -73.958255 40.77296499999999, -73.958619 40.77246400000001, -73.958717 40.77233100000001, -73.959182 40.771697, -73.959645 40.771064, -73.960109 40.77043199999999, -73.960602 40.769749, -73.961102 40.769059, -73.961559 40.768437, -73.963161 40.76911299999999, -73.964782 40.76979600000001, -73.963824 40.771103999999994)))",36061012800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.955368 40.80442, -73.954874 40.80509599999999, -73.954416 40.805725, -73.95276 40.80502799999999, -73.951572 40.804525999999996, -73.948728 40.803331, -73.949187 40.8027, -73.94968 40.80202399999999, -73.950186 40.80133200000001, -73.950636 40.80072, -73.952556 40.80153, -73.95347700000002 40.80191700000001, -73.956321 40.803115000000005, -73.955368 40.80442)))",36061021800,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.998486 40.745294, -73.998009 40.745952, -73.997552 40.746581000000006, -73.997099 40.74720500000001, -73.994262 40.746004, -73.991419 40.744802, -73.992063 40.74391899999999, -73.992318 40.743567999999996, -73.993292 40.742233000000006, -73.996129 40.74343099999999, -73.998972 40.74463, -73.998486 40.745294)))",36061009100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.018137691177 40.74066741155491, -74.0173982269238 40.743706045899, -74.0172828934725 40.744179978458696, -74.009331 40.742572, -74.008699 40.742362, -74.008204 40.74214799999999, -74.005366 40.740945, -74.005158 40.740858, -74.005591 40.738139, -74.005687 40.737551999999994, -74.005774 40.73716900000001, -74.00585800000002 40.73692599999999, -74.005829 40.736534, -74.006621 40.73643199999999, -74.008322 40.736188, -74.00993 40.736004, -74.01014 40.736005000000006, -74.010659 40.73602199999999, -74.01300700000002 40.736119999999985, -74.0191844319159 40.7363661051085, -74.018137691177 40.74066741155491)))",36061007900,1.0,3.0,3.0,3.0,0.0,0.0,0.0,4.24
"MULTIPOLYGON (((-73.954417 40.78399199999999, -73.953961 40.78461599999999, -73.953503 40.785246999999984, -73.95304500000002 40.785874, -73.952551 40.78654900000001, -73.951288 40.78601799999999, -73.950927 40.785866, -73.950174 40.785549, -73.949332 40.78519399999999, -73.949824 40.784516, -73.950282 40.783891, -73.950739 40.78326200000001, -73.951199 40.78263400000001, -73.951659 40.78200799999999, -73.95326 40.78268199999999, -73.954877 40.783362999999994, -73.954417 40.78399199999999)))",36061015801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.946546 40.81650200000001, -73.946055 40.817175000000006, -73.945598 40.817800000000005, -73.945141 40.818424, -73.94229900000002 40.817226, -73.939457 40.816027, -73.939909 40.81540400000001, -73.940369 40.81477399999999, -73.940855 40.814105999999995, -73.941347 40.813438, -73.942052 40.813734, -73.944193 40.814634, -73.947034 40.81583, -73.946546 40.81650200000001)))",36061022800,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9614792760709 40.83088108137041, -73.95442900000002 40.828074, -73.953523 40.827282999999994, -73.951969 40.827041, -73.951273 40.82765799999999, -73.94996 40.827103999999984, -73.947117 40.82590400000001, -73.947604 40.825232999999976, -73.948099 40.824563, -73.948553 40.823939999999986, -73.949006 40.823315, -73.949694 40.82360400000001, -73.951853 40.82450999999998, -73.953684 40.825312, -73.954884 40.825834, -73.957462 40.82687, -73.9623636902834 40.828813262339494, -73.9614792760709 40.83088108137041)))",36061022900,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.974522 40.78836, -73.974064 40.788988999999994, -73.973607 40.78961499999999, -73.973147 40.79024400000001, -73.972458 40.78995499999999, -73.971969 40.78974999999999, -73.970299 40.789052999999996, -73.96808000000001 40.78812500000001, -73.96745 40.78786099999999, -73.967927 40.78722199999999, -73.96838500000001 40.786595999999996, -73.968844 40.78596699999999, -73.96933500000002 40.785294, -73.972175 40.786487, -73.97501600000001 40.787687, -73.974522 40.78836)))",36061017300,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9772506594803 40.80808215731349, -73.971133 40.805802, -73.968048 40.804684, -73.966701 40.804168999999995, -73.964387 40.803194, -73.963861 40.802972000000004, -73.964301 40.80237300000001, -73.96476 40.80174099999999, -73.965215 40.80111100000001, -73.965711 40.800436999999995, -73.967878 40.801353999999996, -73.968584 40.801635999999995, -73.970047 40.802264999999984, -73.972899 40.803383, -73.9789376576 40.8057605227351, -73.9772506594803 40.80808215731349)))",36061019500,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9939683524516 40.7850753894815, -73.9930299710349 40.78636678318221, -73.991727131766 40.78815974113589, -73.9914050367776 40.7886030059232, -73.985047 40.78599599999999, -73.982638 40.78497499999999, -73.983297 40.78435300000001, -73.981662 40.783661, -73.980473 40.78316100000001, -73.978823 40.782465, -73.979285 40.78183899999999, -73.979586 40.78141899999999, -73.979748 40.781195000000004, -73.98021000000001 40.78056099999999, -73.980673 40.779925, -73.981521 40.780282000000014, -73.983515 40.78112600000001, -73.985072 40.78177999999999, -73.98537 40.781078, -73.985679 40.780312999999985, -73.986544 40.780658, -73.987308 40.781041, -73.98814 40.781409000000004, -73.990484 40.78237699999999, -73.9948668531077 40.783838879394494, -73.9939683524516 40.7850753894815)))",36061016300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.940021 40.79794699999999, -73.93987 40.79815, -73.939522 40.79862499999999, -73.939062 40.79925299999999, -73.938603 40.79988299999999, -73.936361 40.79893499999999, -73.933991 40.79793200000001, -73.934456 40.79731, -73.934913 40.79668, -73.935408 40.796004, -73.935912 40.79531200000001, -73.938285 40.796301, -73.940519 40.797260999999985, -73.940021 40.79794699999999)))",36061018800,4.0,3.0,4.0,5.0,0.0,0.0,0.0,4.24
"MULTIPOLYGON (((-73.944687 40.81904699999999, -73.944231 40.819672999999995, -73.943778 40.82029399999999, -73.943322 40.820917, -73.940477 40.81972100000001, -73.937641 40.81851700000001, -73.938087 40.817899999999995, -73.938539 40.817282000000006, -73.938991 40.816662999999984, -73.939457 40.816027, -73.94229900000002 40.817226, -73.945141 40.818424, -73.944687 40.81904699999999)))",36061023000,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.000275 40.742839, -73.999848 40.74342500000001, -73.999422 40.74400899999999, -73.998972 40.74463, -73.996129 40.74343099999999, -73.993292 40.742233000000006, -73.993739 40.741616999999984, -73.994028 40.74121900000001, -73.994165 40.741031, -73.995018 40.73986000000001, -73.997862 40.74105599999999, -74.00070300000002 40.742253999999996, -74.000275 40.742839)))",36061008700,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9586862157485 40.83741144147519, -73.95027900000001 40.834326, -73.949342 40.833982000000006, -73.948291 40.83386099999999, -73.945824 40.83276599999999, -73.94298 40.83156799999998, -73.94347200000001 40.830892, -73.943923 40.830270999999996, -73.94438 40.82965100000001, -73.944835 40.829023, -73.945292 40.82840099999999, -73.948139 40.82959899999999, -73.949688 40.83024399999999, -73.952247 40.83128, -73.9599711217338 40.834407246142405, -73.9586862157485 40.83741144147519)))",36061023700,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9825778374075 40.8007509336822, -73.976492 40.798289, -73.97583 40.798021999999996, -73.97413 40.797340999999996, -73.973651 40.79714899999999, -73.972257 40.79656099999999, -73.970836 40.79596300000001, -73.969415 40.795361, -73.96987 40.79473599999999, -73.970368 40.794050999999996, -73.970858 40.79338000000001, -73.971316 40.792753, -73.972739 40.793353, -73.973435 40.793646, -73.974162 40.79395199999999, -73.976233 40.794828, -73.978316 40.795687, -73.9844174404187 40.79821928535879, -73.9825778374075 40.8007509336822)))",36061018300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.942145 40.812343000000006, -73.941803 40.812815, -73.941347 40.813438, -73.940855 40.814105999999995, -73.940369 40.81477399999999, -73.939909 40.81540400000001, -73.939457 40.816027, -73.938991 40.816662999999984, -73.937253 40.81594499999999, -73.935756 40.815326, -73.93621 40.814674, -73.936688 40.81404400000002, -73.937635 40.81274799999999, -73.938593 40.811435, -73.939018 40.81085600000001, -73.942249 40.812201, -73.942145 40.812343000000006)))",36061021200,2.0,2.0,3.0,3.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-73.998661 40.755252, -73.998432 40.755562999999995, -73.998208 40.75586899999999, -73.997306 40.75711, -73.994468 40.755908999999996, -73.991633 40.75470700000001, -73.992079 40.754091, -73.992528 40.753474, -73.992979 40.752854, -73.993464 40.752190000000006, -73.996304 40.753389, -73.998288 40.75422299999999, -73.999143 40.754585, -73.998661 40.755252)))",36061011100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.950613 40.794965000000005, -73.950158 40.79558800000001, -73.949405 40.79663099999999, -73.94922 40.79690999999999, -73.947645 40.796157, -73.946042 40.79546700000001, -73.946483 40.794863, -73.946946 40.794234, -73.947896 40.79292799999999, -73.949508 40.79360599999999, -73.951111 40.794284999999995, -73.950613 40.794965000000005)))",36061017401,4.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.977636 40.746392, -73.977188 40.74701, -73.976288 40.748245000000004, -73.975835 40.748862999999986, -73.97497 40.748502, -73.973592 40.747919, -73.972738 40.747557999999984, -73.971228 40.74691899999999, -73.971657 40.746303999999995, -73.97213 40.74568099999999, -73.972576 40.74506799999999, -73.973027 40.74445, -73.973512 40.743782, -73.975881 40.74477899999999, -73.97736 40.745404, -73.978121 40.745726, -73.977636 40.746392)))",36061007800,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.08
"MULTIPOLYGON (((-73.969415 40.795361, -73.968956 40.79598799999999, -73.968476 40.796643, -73.965628 40.795455999999994, -73.964303 40.794787, -73.962834 40.794202999999996, -73.963804 40.79288100000001, -73.964176 40.79236199999999, -73.967012 40.793559999999985, -73.96987 40.79473599999999, -73.969415 40.795361)))",36061018500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.985344 40.714462, -73.984706 40.71451199999999, -73.982453 40.71469900000001, -73.98165 40.714461, -73.980923 40.71426399999999, -73.979962 40.71397299999999, -73.97929 40.713762, -73.977587 40.71325399999999, -73.977245 40.713153, -73.975933 40.71290699999999, -73.972789 40.709377999999994, -73.975476 40.70749200000001, -73.979233 40.705769, -73.980907 40.705906999999996, -73.980987 40.705374, -73.982033 40.70551499999999, -73.984189 40.70558199999999, -73.984547 40.709495, -73.984655 40.710465, -73.984665 40.710513999999996, -73.984703 40.710702, -73.984855 40.711713, -73.985058 40.713078, -73.985114 40.713787, -73.985344 40.714462)))",36061000202,4.0,3.0,3.0,4.0,0.0,0.0,0.0,4.24
"MULTIPOLYGON (((-73.985792 40.772904, -73.985332 40.77353099999999, -73.984879 40.774155, -73.984412 40.77480799999999, -73.982222 40.773873, -73.981573 40.773602, -73.978728 40.77241699999998, -73.979193 40.77178200000001, -73.979652 40.771156, -73.980112 40.77052899999999, -73.980564 40.769904999999994, -73.982147 40.770574, -73.983468 40.771136000000006, -73.986238 40.77229899999998, -73.985792 40.772904)))",36061014900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.999423 40.71868, -73.999234 40.718913, -73.998524 40.71978599999999, -73.997655 40.720836000000006, -73.997481 40.721251, -73.997123 40.722301, -73.996268 40.721952, -73.99546400000001 40.72161899999999, -73.993795 40.72093699999999, -73.99403500000001 40.720323, -73.994378 40.71951899999999, -73.994808 40.718457, -73.996059 40.716231999999984, -73.996984 40.716541, -73.997763 40.716814, -73.998589 40.71709899999999, -73.999313 40.71755000000001, -73.999956 40.71801699999999, -73.999423 40.71868)))",36061004100,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.996357 40.70337799999998, -73.9963715334202 40.70342066814331, -73.995138 40.70298, -73.99774717802872 40.70134945820889, -73.996357 40.70337799999998)), ((-74.010542 40.709154, -74.009988 40.709806, -74.009063 40.71088699999999, -74.007745 40.710221, -74.007054 40.70987199999999, -74.006435 40.70955700000001, -74.005512 40.70909300000001, -74.005262 40.708921000000004, -74.004817 40.70838999999999, -74.004328 40.707824, -74.004057 40.707437, -74.003137 40.706248, -74.0025852341711 40.7051973034127, -74.0027507776615 40.705120454734995, -74.0033225491599 40.70485502669849, -74.0042451386426 40.7044267417706, -74.004749 40.705232, -74.006781 40.706724, -74.007459 40.70721900000001, -74.007782 40.707420000000006, -74.008269 40.707722, -74.009371 40.70861399999998, -74.01014700000002 40.70897600000001, -74.010542 40.709154)))",36061001502,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.1599999999999997
"MULTIPOLYGON (((-73.987053 40.72520299999999, -73.986623 40.725795999999995, -73.986176 40.726409000000004, -73.985753 40.726987999999984, -73.984875 40.728193999999995, -73.982657 40.72726099999999, -73.982228 40.72784600000001, -73.979906 40.726866, -73.980333 40.726281, -73.980768 40.725685, -73.981211 40.725073, -73.98163700000002 40.72449399999999, -73.982083 40.723881999999996, -73.982524 40.72327799999999, -73.982964 40.722671, -73.985286 40.723649, -73.987502 40.72458400000001, -73.987053 40.72520299999999)))",36061003200,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.992562 40.71438799999999, -73.990755 40.714554, -73.99022 40.71440500000001, -73.989337 40.714133000000004, -73.987165 40.71431199999999, -73.987062 40.713638, -73.986926 40.712903, -73.986742 40.71153600000001, -73.986605 40.71028400000001, -73.986546 40.70929699999999, -73.98653 40.70497899999999, -73.987957 40.705133999999994, -73.989381 40.705137, -73.991939 40.709528000000006, -73.992075 40.709771, -73.992183 40.711775, -73.992267 40.712468, -73.992392 40.713191, -73.992562 40.71438799999999)))",36061000600,5.0,5.0,4.0,4.0,0.0,4.0,4.0,9.28
"MULTIPOLYGON (((-73.980404 40.748366000000004, -73.979954 40.748985, -73.978607 40.750841999999984, -73.978159 40.751459999999994, -73.977677 40.752119, -73.977107 40.751883, -73.97604800000002 40.751441, -73.974449 40.75076599999999, -73.975383 40.749483, -73.975835 40.748862999999986, -73.976288 40.748245000000004, -73.977188 40.74701, -73.977636 40.746392, -73.979238 40.747068, -73.980853 40.74775100000001, -73.980404 40.748366000000004)))",36061008000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.994378 40.71951899999999, -73.99403500000001 40.720323, -73.993795 40.72093699999999, -73.993523 40.721632, -73.991506 40.721028000000004, -73.990629 40.72076599999999, -73.989857 40.720533, -73.98962 40.72046199999999, -73.989114 40.72030799999999, -73.98835400000002 40.72007699999999, -73.987542 40.71983300000001, -73.986752 40.719593, -73.98736 40.71837, -73.987879 40.717408999999996, -73.988367 40.71644599999998, -73.989155 40.71670799999999, -73.989951 40.71697199999999, -73.991176 40.71734299999999, -73.991422 40.717418000000016, -73.99222 40.717658, -73.993095 40.71792200000001, -73.993828 40.71814499999999, -73.994808 40.718457, -73.994378 40.71951899999999)))",36061001800,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.986679 40.733978000000015, -73.986213 40.734618000000005, -73.985787 40.73520500000001, -73.985361 40.73579, -73.984934 40.73637600000001, -73.982695 40.73543099999999, -73.980275 40.73440999999999, -73.980711 40.733813, -73.981127 40.733242, -73.981562 40.732642999999996, -73.982564 40.73136099999999, -73.984941 40.73234699999999, -73.98718 40.733292000000006, -73.986679 40.733978000000015)))",36061004800,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.9986442072213 40.700040517075, -73.998459260799 40.70031039009779, -73.9975 40.699653, -73.998032 40.698762, -73.999232809395 40.6991816313187, -73.9986442072213 40.700040517075)), ((-74.011947 40.707452, -74.011703 40.707756, -74.011248 40.70830399999999, -74.011012 40.708594, -74.010542 40.709154, -74.01014700000002 40.70897600000001, -74.009371 40.70861399999998, -74.008269 40.707722, -74.007782 40.707420000000006, -74.007459 40.70721900000001, -74.006781 40.706724, -74.004749 40.705232, -74.0042451386426 40.7044267417706, -74.00428428329322 40.7044085700223, -74.007732598465 40.702807791515504, -74.00798 40.703189, -74.008986 40.704079, -74.009462 40.704544999999996, -74.009984 40.70514800000001, -74.009866 40.70579699999999, -74.01027600000002 40.705946, -74.01119 40.706278, -74.012508 40.70676699999999, -74.011947 40.707452)))",36061000700,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.1599999999999997
"MULTIPOLYGON (((-74.008601 40.711392, -74.007968 40.71144699999999, -74.007018 40.71178400000001, -74.005589 40.71216999999999, -74.004858 40.712453, -74.004291 40.712908, -74.004229 40.71202499999999, -74.003971 40.711822000000005, -74.003537 40.711495, -74.003311 40.711315, -74.001419 40.709815, -73.999495 40.708279, -73.999177 40.708022, -73.994498 40.704318, -73.99506900000002 40.703101999999994, -73.995138 40.70298, -73.9963715334202 40.70342066814331, -73.997121 40.70562100000001, -74.0001 40.706351000000005, -74.0010942518667 40.7058894479262, -74.001515222997 40.705694024508205, -74.0019867977658 40.70547510984499, -74.0021980363414 40.705377048573105, -74.0025852341711 40.7051973034127, -74.003137 40.706248, -74.004057 40.707437, -74.004328 40.707824, -74.004817 40.70838999999999, -74.005262 40.708921000000004, -74.005512 40.70909300000001, -74.006435 40.70955700000001, -74.007054 40.70987199999999, -74.007745 40.710221, -74.009063 40.71088699999999, -74.008601 40.711392)))",36061001501,2.0,2.0,3.0,3.0,0.0,0.0,2.0,3.1599999999999997
"MULTIPOLYGON (((-73.978231 40.720674, -73.977683 40.721419999999995, -73.977346 40.721885, -73.976893 40.722498, -73.974763 40.72159599999999, -73.972869 40.720724999999995, -73.966511 40.717917, -73.967578 40.716496, -73.967716 40.71603999999999, -73.973635 40.718612, -73.974874 40.71877899999999, -73.975119 40.718753, -73.975452 40.71894699999999, -73.97635500000001 40.71913300000001, -73.977224 40.71931, -73.978034 40.71964, -73.978753 40.719934, -73.978231 40.720674)))",36061002000,4.0,5.0,5.0,5.0,0.0,0.0,0.0,6.4
"MULTIPOLYGON (((-74.004168 40.74768999999999, -74.003944 40.74799699999999, -74.003684 40.748355, -74.003236 40.748974, -74.002785 40.74959199999999, -74.001203 40.748927, -73.999938 40.7484, -73.999243 40.74810699999999, -73.997918 40.747549, -73.997099 40.74720500000001, -73.997552 40.746581000000006, -73.998009 40.745952, -73.998486 40.745294, -73.998972 40.74463, -74.001812 40.745826, -74.004653 40.747023000000006, -74.004168 40.74768999999999)))",36061009300,2.0,3.0,3.0,3.0,0.0,0.0,0.0,4.24
"MULTIPOLYGON (((-73.989916 40.73534900000001, -73.989016 40.73655999999999, -73.988159 40.737732, -73.987726 40.738317, -73.987302 40.73890299999999, -73.985675 40.738219, -73.984981 40.737927, -73.984082 40.73754599999999, -73.984446 40.737046, -73.984508 40.73696199999999, -73.984934 40.73637600000001, -73.985361 40.73579, -73.985787 40.73520500000001, -73.986213 40.734618000000005, -73.986679 40.733978000000015, -73.98718 40.733292000000006, -73.988779 40.733965999999995, -73.989903 40.734435, -73.989916 40.73534900000001)))",36061005000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.001884 40.71939799999999, -73.999853 40.721792, -73.998812 40.72302099999999, -73.997123 40.722301, -73.997481 40.721251, -73.997655 40.720836000000006, -73.998524 40.71978599999999, -73.999234 40.718913, -73.999423 40.71868, -73.999956 40.71801699999999, -74.000532 40.718430000000005, -74.001273 40.71896099999999, -74.001884 40.71939799999999)))",36061004500,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.013195 40.715202999999995, -74.012921 40.716398, -74.012731 40.71711400000001, -74.01096800000002 40.716302999999996, -74.010834 40.716924999999996, -74.009205 40.71618799999999, -74.008823 40.716014, -74.007544 40.71543299999999, -74.005889 40.714677999999985, -74.00631 40.71416599999999, -74.007225 40.71305499999999, -74.007666 40.712533, -74.0081 40.711995, -74.008601 40.711392, -74.010122 40.712084999999995, -74.011663 40.71279799999999, -74.0137 40.713668, -74.013195 40.715202999999995)))",36061002100,1.0,2.0,2.0,2.0,0.0,0.0,0.0,3.1599999999999997
"MULTIPOLYGON (((-73.944223 40.783933, -73.943319 40.785173999999984, -73.942855 40.785807999999996, -73.942395 40.786438, -73.941937 40.787065, -73.941019 40.788319, -73.94056 40.788949, -73.940066 40.78962599999999, -73.939562 40.790317, -73.939132 40.79090500000001, -73.938649 40.79155800000001, -73.938193 40.792188, -73.937737 40.792815999999995, -73.935337 40.791837, -73.935217 40.79178199999999, -73.935049 40.79168999999999, -73.931788 40.79017300000002, -73.936239 40.785687, -73.935433 40.783248999999984, -73.930619 40.782245999999994, -73.927708 40.78096399999998, -73.925745 40.778405, -73.92631800000001 40.778242, -73.928277 40.77689899999999, -73.929881 40.776222, -73.931847 40.777891999999994, -73.933908 40.778117, -73.934412 40.77809299999999, -73.937608 40.781754, -73.943604 40.78264999999999, -73.944054 40.78296399999999, -73.944723 40.78324700000001, -73.944223 40.783933)))",36061016200,2.0,4.0,4.0,4.0,0.0,0.0,5.0,5.319999999999999
"MULTIPOLYGON (((-73.983177 40.744562, -73.982727 40.745181, -73.981361 40.74714500000001, -73.980853 40.74775100000001, -73.979238 40.747068, -73.977636 40.746392, -73.978121 40.745726, -73.978607 40.74505800000001, -73.979058 40.744444, -73.979508 40.743824999999994, -73.979959 40.743205, -73.98041 40.742587, -73.980859 40.74197000000001, -73.982462 40.742645, -73.984078 40.743326, -73.983177 40.744562)))",36061007200,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.006973 40.729495, -74.00685700000001 40.73022799999999, -74.006737 40.73094699999999, -74.006624 40.73166899999999, -74.005107 40.731836, -74.003612 40.73232399999999, -74.00347100000002 40.732372999999995, -74.002124 40.732841, -74.001663 40.732317999999985, -74.000954 40.73170600000001, -74.001413 40.731065, -74.001684 40.730581, -74.001797 40.730384999999984, -74.002139 40.72979599999999, -74.002203 40.729654000000004, -74.002301 40.72944499999999, -74.00251 40.729, -74.002808 40.728365000000004, -74.003128 40.72839399999999, -74.005314 40.728605, -74.00709 40.72877199999999, -74.006973 40.729495)))",36061006700,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-74.003859 40.72593199999999, -74.00373 40.72624999999999, -74.003122 40.72687799999999, -74.002513 40.72760100000001, -74.002149 40.728035999999996, -74.00139 40.72766, -74.000632 40.727287, -73.999916 40.726935, -73.99761 40.72579700000001, -73.996772 40.725432, -73.997785 40.724234999999986, -73.998812 40.72302099999999, -73.999853 40.721792, -74.000657 40.72218300000001, -74.001403 40.72255599999999, -74.002026 40.72285800000001, -74.002174 40.72292999999999, -74.001127 40.72416599999998, -74.001933 40.72455199999999, -74.002619 40.72488, -74.003376 40.725252, -74.004031 40.725513, -74.003859 40.72593199999999)))",36061004900,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.937269 40.84447699999999, -73.937043 40.844787999999994, -73.93657 40.84543399999999, -73.936078 40.846104999999994, -73.935622 40.846726999999994, -73.935172 40.847358, -73.934693 40.847999, -73.93423900000002 40.848626, -73.932849 40.84803800000001, -73.931393 40.847427999999994, -73.931851 40.846803000000016, -73.93201 40.846576000000006, -73.932325 40.846153999999984, -73.933233 40.84490999999999, -73.933716 40.844247, -73.934454 40.84324599999999, -73.934671 40.84295800000002, -73.9357 40.843376, -73.936126 40.84355, -73.937145 40.84398000000001, -73.937518 40.844136999999996, -73.937269 40.84447699999999)))",36061026100,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.999555 40.73361100000001, -73.999188 40.734134, -73.998714 40.73478399999999, -73.998274 40.735390999999986, -73.997805 40.736032, -73.997341 40.736668, -73.99684 40.737361, -73.993617 40.736005, -73.994118 40.735313000000005, -73.994585 40.734672, -73.995489 40.733436999999995, -73.995914 40.732847, -73.996351 40.732255, -73.996639 40.73185599999999, -73.996974 40.731409000000006, -73.998612 40.73221499999998, -74.000066 40.732929000000006, -73.999555 40.73361100000001)))",36061006300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.947891 40.804478999999986, -73.947813 40.804587, -73.947352 40.80521299999999, -73.9469 40.805839000000006, -73.946438 40.806469, -73.944994 40.808446, -73.941771 40.80708899999999, -73.942754 40.80574399999999, -73.944302 40.80639099999999, -73.944783 40.805761000000004, -73.945693 40.80451499999999, -73.946131 40.80387699999999, -73.944597 40.80322799999998, -73.944667 40.80313000000002, -73.945052 40.802598999999994, -73.945519 40.802794999999996, -73.948273 40.80395699999999, -73.947891 40.804478999999986)))",36061020000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.948419 40.813937999999986, -73.947489 40.815207, -73.947034 40.81583, -73.944193 40.814634, -73.942052 40.813734, -73.941347 40.813438, -73.941803 40.812815, -73.942145 40.812343000000006, -73.942249 40.812201, -73.943172 40.810942, -73.946031 40.81211899999999, -73.945568 40.81275199999999, -73.947694 40.813636, -73.948419 40.813937999999986)))",36061022600,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"MULTIPOLYGON (((-73.98373 40.721605999999994, -73.983444 40.722018999999996, -73.982964 40.722671, -73.980607 40.72167799999998, -73.978231 40.720674, -73.978753 40.719934, -73.979735 40.720235, -73.981308 40.720709, -73.982167 40.720969000000004, -73.983824 40.721473, -73.98373 40.721605999999994)))",36061002202,1.0,1.0,3.0,3.0,0.0,0.0,0.0,2.08
"MULTIPOLYGON (((-73.9483355682933 40.85844573570651, -73.9458409299064 40.86252056929439, -73.937789 40.859812, -73.936287 40.859275000000004, -73.935606 40.85886300000001, -73.937729 40.855865, -73.937953 40.85557000000001, -73.938652 40.854677, -73.93954 40.85348599999999, -73.940285 40.85132199999999, -73.942039 40.851931, -73.943097 40.85038800000001, -73.943187 40.849754999999995, -73.9448 40.85005000000001, -73.947005 40.85045899999999, -73.95256510119881 40.8515370619545, -73.9483355682933 40.85844573570651)))",36061027500,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
